0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	49	45
0	0	49	45
0	0	49	45
0	0	49	45
0	0	49	45
0	0	49	45
0	0	49	45
0	0	49	45
0	0	54	45
0	0	54	45
0	0	54	45
0	0	54	45
0	0	54	39
0	0	54	39
0	0	54	39
0	0	54	39
0	0	54	44
0	0	54	44
0	0	54	44
0	0	54	44
0	0	54	44
0	0	54	44
0	0	54	44
0	0	54	44
0	0	52	37
0	0	52	37
0	0	52	37
0	0	52	37
0	0	52	44
0	0	52	44
0	0	52	44
0	0	52	44
0	0	52	49
0	0	52	49
0	0	52	49
0	0	52	49
0	0	52	47
0	0	52	47
0	0	52	47
0	0	52	47
0	0	54	45
0	0	54	45
0	0	54	45
0	0	54	45
0	0	54	42
0	0	54	42
0	0	54	42
0	0	54	42
0	0	54	50
0	0	54	50
0	0	54	50
0	0	54	50
0	0	54	49
0	0	54	49
0	0	54	49
0	0	54	49
0	0	56	47
0	0	56	47
0	0	56	47
0	0	56	47
0	0	56	44
0	0	56	44
0	0	56	44
0	0	56	44
